fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,tiene_matricula,m_confianza,mx1,my1,mx2,my2
1352,PERSONA,0.71,31,484,284,541,424,False,,,,,
1352,COCHE,0.75,36,1116,302,1194,363,False,,,,,
1353,COCHE,0.62,32,1282,320,1330,356,False,,,,,
1353,COCHE,0.9,33,798,301,1076,478,True,0.7,849,113,918,738
1353,PERSONA,0.8,35,559,272,622,431,False,,,,,
1353,PERSONA,0.72,31,487,289,543,425,False,,,,,
1353,COCHE,0.73,36,1116,302,1192,363,False,,,,,
1354,COCHE,0.61,32,1281,320,1328,355,False,,,,,
1354,COCHE,0.9,33,782,299,1069,484,True,0.6,834,121,903,738
1354,PERSONA,0.79,35,562,275,623,431,False,,,,,
1354,PERSONA,0.74,31,488,289,543,424,False,,,,,
1354,COCHE,0.74,36,1116,302,1191,364,False,,,,,
1355,COCHE,0.56,32,1280,322,1327,355,False,,,,,
1355,COCHE,0.91,33,765,299,1063,488,True,0.59,817,125,888,743
1355,PERSONA,0.82,35,565,278,624,430,False,,,,,
1355,PERSONA,0.72,31,491,288,544,425,False,,,,,
1355,COCHE,0.75,36,1116,302,1191,366,False,,,,,
1356,COCHE,0.6,32,1280,321,1326,355,False,,,,,
1356,COCHE,0.9,33,746,297,1058,494,True,0.56,799,129,874,745
1356,PERSONA,0.82,35,567,279,623,430,False,,,,,
1356,PERSONA,0.73,31,493,288,545,424,False,,,,,
1356,COCHE,0.72,36,1116,302,1192,366,False,,,,,
1357,COCHE,0.64,32,1281,321,1329,355,False,,,,,
1357,COCHE,0.91,33,728,296,1050,500,True,0.71,780,134,857,750
1357,PERSONA,0.82,35,571,279,624,428,False,,,,,
1357,PERSONA,0.73,31,497,291,545,423,False,,,,,
1357,COCHE,0.75,36,1114,302,1190,366,False,,,,,
1358,COCHE,0.62,32,1281,321,1327,355,False,,,,,
1358,COCHE,0.92,33,706,295,1044,508,True,0.7,760,139,840,755
1358,PERSONA,0.78,35,575,275,625,427,False,,,,,
1358,PERSONA,0.77,31,498,293,548,423,False,,,,,
1358,COCHE,0.74,36,1113,302,1189,367,False,,,,,
1359,COCHE,0.58,32,1279,321,1326,354,False,,,,,
1359,COCHE,0.92,33,684,295,1036,516,True,0.57,737,147,820,760
1359,PERSONA,0.8,35,578,272,626,425,False,,,,,
1359,PERSONA,0.81,31,501,292,550,424,False,,,,,
1359,COCHE,0.75,36,1110,302,1188,368,False,,,,,
1360,COCHE,0.59,32,1277,321,1329,354,False,,,,,
1360,COCHE,0.95,33,659,295,1028,522,True,0.69,713,149,799,768
1360,PERSONA,0.83,35,580,270,628,425,False,,,,,
1360,PERSONA,0.84,31,502,292,551,424,False,,,,,
1360,COCHE,0.73,36,1108,301,1189,369,False,,,,,
1361,COCHE,0.58,32,1275,319,1325,353,False,,,,,
1361,COCHE,0.95,33,630,295,1021,530,True,0.61,688,156,777,775
1361,PERSONA,0.81,35,580,268,630,424,False,,,,,
1361,PERSONA,0.79,31,502,292,553,423,False,,,,,
1361,COCHE,0.75,36,1106,301,1188,370,False,,,,,
1362,COCHE,0.56,32,1275,318,1323,352,False,,,,,
1362,COCHE,0.95,33,602,295,1012,537,True,0.57,657,162,754,783
1362,PERSONA,0.75,35,583,268,631,416,False,,,,,
1362,PERSONA,0.71,31,504,292,553,421,False,,,,,
1362,COCHE,0.76,36,1106,300,1187,369,False,,,,,
1363,COCHE,0.54,32,1274,318,1322,352,False,,,,,
1363,COCHE,0.94,33,571,295,1005,544,True,0.67,626,167,727,790
1363,PERSONA,0.69,35,585,269,632,404,False,,,,,
1363,PERSONA,0.7,31,506,292,554,421,False,,,,,
1363,COCHE,0.73,36,1103,300,1188,371,False,,,,,
1364,COCHE,0.53,32,1274,318,1319,351,False,,,,,
1364,COCHE,0.93,33,537,293,995,557,True,0.6,593,176,697,797
1364,PERSONA,0.59,35,588,272,634,390,False,,,,,
1364,PERSONA,0.69,31,507,291,556,420,False,,,,,
1364,COCHE,0.77,36,1102,300,1187,373,False,,,,,
1365,COCHE,0.55,32,1273,318,1318,351,False,,,,,
1365,COCHE,0.92,33,500,292,983,566,True,0.64,556,184,665,805
1365,PERSONA,0.53,35,585,274,633,372,False,,,,,
1365,PERSONA,0.63,31,508,289,557,411,False,,,,,
1365,COCHE,0.76,36,1099,299,1188,375,False,,,,,
1366,COCHE,0.52,32,1273,318,1316,351,False,,,,,
1366,COCHE,0.93,33,459,291,972,580,True,0.59,515,193,628,814
1366,PERSONA,0.13,35,584,274,637,355,False,,,,,
1366,PERSONA,0.16,31,510,294,557,398,False,,,,,
1366,COCHE,0.73,36,1098,299,1187,375,False,,,,,
1367,COCHE,0.5,32,1272,319,1314,351,False,,,,,
1367,COCHE,0.95,33,414,290,960,594,True,0.64,471,205,582,828
1367,COCHE,0.72,36,1097,299,1187,376,False,,,,,
1368,COCHE,0.52,32,1270,319,1314,351,False,,,,,
1368,COCHE,0.94,33,364,288,946,608,True,0.66,418,216,545,835
1368,COCHE,0.72,36,1096,298,1186,376,False,,,,,
1369,COCHE,0.56,32,1269,319,1313,349,False,,,,,
1369,COCHE,0.95,33,308,288,932,625,True,0.66,363,228,493,853
1369,COCHE,0.71,36,1094,297,1185,378,False,,,,,
1370,COCHE,0.58,32,1268,319,1312,350,False,,,,,
1370,COCHE,0.93,33,246,285,918,644,True,0.73,299,241,443,869
1370,COCHE,0.77,36,1091,298,1184,380,True,0.46,1117,59,1144,663
1371,COCHE,0.53,32,1268,319,1311,350,False,,,,,
1371,COCHE,0.93,33,176,282,904,662,True,0.67,223,262,375,882
1371,COCHE,0.81,36,1087,299,1183,381,True,0.6,1115,59,1143,664
1372,COCHE,0.5,32,1266,319,1310,350,False,,,,,
1372,COCHE,0.93,33,96,279,885,686,True,0.69,142,283,297,903
1372,COCHE,0.82,36,1085,299,1182,382,True,0.72,1113,59,1142,665
1373,COCHE,0.46,32,1267,320,1309,348,False,,,,,
1373,COCHE,0.93,33,23,277,868,714,True,0.77,37,306,210,931
1373,COCHE,0.86,36,1082,299,1181,383,True,0.62,1111,60,1140,666
1374,COCHE,0.48,32,1267,320,1308,348,False,,,,,
1374,COCHE,0.94,33,0,275,849,747,True,0.67,0,334,106,963
1374,COCHE,0.87,36,1079,299,1181,384,True,0.56,1109,61,1138,666
1375,COCHE,0.5,32,1266,319,1307,347,False,,,,,
1375,COCHE,0.95,33,0,275,827,787,False,,,,,
1375,COCHE,0.85,36,1074,300,1181,385,True,0.72,1107,61,1136,668
1376,COCHE,0.51,32,1264,319,1305,346,False,,,,,
1376,COCHE,0.95,33,0,273,805,837,False,,,,,
1376,COCHE,0.85,36,1071,299,1180,386,True,0.6,1103,62,1134,668
1377,COCHE,0.48,32,1262,319,1303,345,False,,,,,
1377,COCHE,0.95,33,0,269,778,895,False,,,,,
1377,COCHE,0.82,36,1069,299,1179,387,False,,,,,
1378,COCHE,0.49,32,1262,319,1303,345,False,,,,,
1378,COCHE,0.96,33,0,267,748,954,False,,,,,
1378,COCHE,0.83,36,1067,299,1179,388,True,0.65,1099,63,1129,670
1378,COCHE,0.64,37,1179,309,1233,355,False,,,,,
1379,COCHE,0.53,32,1262,318,1303,346,False,,,,,
1379,COCHE,0.97,33,0,263,715,1013,False,,,,,
1379,COCHE,0.79,36,1064,299,1178,389,True,0.45,1097,64,1128,671
1379,COCHE,0.65,37,1178,310,1233,355,False,,,,,
1380,COCHE,0.52,32,1260,319,1302,347,False,,,,,
1380,COCHE,0.96,33,0,260,680,975,False,,,,,
1380,COCHE,0.78,36,1061,299,1177,390,True,0.54,1095,65,1125,672
1380,COCHE,0.62,37,1177,311,1234,356,False,,,,,
1381,COCHE,0.54,32,1259,319,1302,346,False,,,,,
1381,COCHE,0.96,33,0,255,639,953,False,,,,,
1381,COCHE,0.81,36,1057,298,1176,392,True,0.6,1092,66,1123,672
1381,COCHE,0.66,37,1178,313,1234,355,False,,,,,
1381,PERSONA,0.72,38,613,271,667,419,False,,,,,
1382,COCHE,0.56,32,1259,318,1302,346,False,,,,,
1382,COCHE,0.96,33,0,253,591,944,False,,,,,
1382,COCHE,0.87,36,1054,297,1173,393,True,0.55,1089,69,1121,672
1382,COCHE,0.68,37,1177,314,1234,355,False,,,,,
1382,PERSONA,0.78,38,616,272,667,422,False,,,,,
1382,PERSONA,0.73,31,544,291,590,414,False,,,,,
1383,COCHE,0.55,32,1259,318,1303,346,False,,,,,
1383,COCHE,0.95,33,0,257,538,938,False,,,,,
1383,COCHE,0.84,36,1052,296,1172,394,True,0.64,1086,70,1118,672
1383,COCHE,0.7,37,1175,312,1235,357,False,,,,,
1383,PERSONA,0.8,38,619,272,667,423,False,,,,,
1383,PERSONA,0.73,31,546,290,591,416,False,,,,,
1384,COCHE,0.49,32,1258,318,1302,346,False,,,,,
1384,COCHE,0.93,33,0,271,474,936,False,,,,,
1384,COCHE,0.86,36,1047,295,1170,395,True,0.64,1083,72,1116,671
1384,COCHE,0.7,37,1174,311,1237,358,False,,,,,
1384,PERSONA,0.77,38,620,272,668,420,False,,,,,
1384,PERSONA,0.73,31,547,288,592,417,False,,,,,
1385,COCHE,0.49,32,1257,318,1302,346,False,,,,,
1385,COCHE,0.94,33,0,295,400,942,False,,,,,
1385,COCHE,0.82,36,1043,295,1170,397,True,0.56,1080,73,1113,673
1385,COCHE,0.69,37,1173,311,1238,359,False,,,,,
1385,PERSONA,0.75,38,621,275,668,418,False,,,,,
1385,PERSONA,0.71,31,548,289,596,417,False,,,,,
1386,COCHE,0.43,32,1255,318,1301,346,False,,,,,
1386,COCHE,0.9,33,0,344,311,997,False,,,,,
1386,COCHE,0.82,36,1040,295,1168,397,True,0.63,1077,74,1111,674
1386,COCHE,0.72,37,1173,311,1240,360,False,,,,,
1386,PERSONA,0.77,38,623,277,670,419,False,,,,,
1386,PERSONA,0.71,31,550,290,599,417,False,,,,,
1387,COCHE,0.45,32,1256,318,1301,346,False,,,,,
1387,COCHE,0.86,33,0,402,203,988,False,,,,,
1387,COCHE,0.84,36,1036,294,1166,399,True,0.67,1073,76,1107,674
1387,COCHE,0.74,37,1173,310,1241,361,False,,,,,
1387,PERSONA,0.76,38,625,279,671,420,False,,,,,
1387,PERSONA,0.74,31,553,293,601,417,False,,,,,
1388,COCHE,0.46,32,1255,318,1301,346,False,,,,,
1388,COCHE,0.85,36,1032,294,1165,401,True,0.6,1070,77,1104,675
1388,COCHE,0.76,37,1173,310,1241,361,False,,,,,
1388,PERSONA,0.7,38,626,275,674,420,False,,,,,
1388,PERSONA,0.71,31,556,294,602,416,False,,,,,
1389,COCHE,0.41,32,1254,318,1301,346,False,,,,,
1389,COCHE,0.81,36,1027,294,1164,403,True,0.62,1065,79,1101,676
1389,COCHE,0.8,37,1173,310,1242,362,False,,,,,
1389,PERSONA,0.64,38,627,274,676,420,False,,,,,
1389,PERSONA,0.69,31,558,297,603,413,False,,,,,
1389,COCHE,0.6,39,1297,318,1344,349,False,,,,,
1390,COCHE,0.42,32,1250,319,1298,346,False,,,,,
1390,COCHE,0.8,36,1022,294,1163,405,True,0.59,1060,79,1097,678
1390,COCHE,0.79,37,1173,310,1243,362,False,,,,,
1390,PERSONA,0.75,38,628,273,679,420,False,,,,,
1390,PERSONA,0.71,31,561,299,605,412,False,,,,,
1390,COCHE,0.61,39,1296,318,1344,349,False,,,,,
1391,COCHE,0.46,32,1248,319,1298,346,False,,,,,
1391,COCHE,0.84,36,1018,294,1160,407,True,0.66,1056,81,1094,679
1391,COCHE,0.79,37,1174,310,1245,363,False,,,,,
1391,PERSONA,0.78,38,630,274,683,420,False,,,,,
1391,PERSONA,0.75,31,563,298,608,415,False,,,,,
1391,COCHE,0.62,39,1295,318,1344,349,False,,,,,
1392,COCHE,0.47,32,1248,319,1297,346,False,,,,,
1392,COCHE,0.85,36,1013,293,1157,408,True,0.59,1053,82,1090,679
1392,COCHE,0.8,37,1174,310,1245,364,True,0.26,1203,33,1223,659
1392,PERSONA,0.79,38,632,276,684,420,False,,,,,
1392,PERSONA,0.66,31,564,297,607,415,False,,,,,
1392,COCHE,0.64,39,1294,318,1344,348,False,,,,,
1393,COCHE,0.42,32,1252,319,1297,345,False,,,,,
1393,COCHE,0.85,36,1008,292,1156,409,True,0.58,1048,86,1086,680
1393,COCHE,0.85,37,1174,311,1247,365,True,0.39,1202,33,1223,661
1393,PERSONA,0.8,38,634,278,686,420,False,,,,,
1393,PERSONA,0.71,31,568,293,612,414,False,,,,,
1393,COCHE,0.61,39,1294,318,1344,349,False,,,,,
1393,COCHE,0.76,40,1845,408,1919,551,False,,,,,
1394,COCHE,0.42,32,1251,318,1296,344,False,,,,,
1394,COCHE,0.89,36,1001,292,1153,411,True,0.71,1042,85,1082,681
1394,COCHE,0.8,37,1174,311,1247,366,True,0.35,1203,33,1224,661
1394,PERSONA,0.76,38,637,280,686,419,False,,,,,
1394,PERSONA,0.53,31,570,298,616,413,False,,,,,
1394,COCHE,0.62,39,1294,318,1343,349,False,,,,,
1394,COCHE,0.79,40,1827,396,1919,544,False,,,,,
1395,COCHE,0.46,32,1249,318,1296,346,False,,,,,
1395,COCHE,0.84,36,995,291,1150,412,True,0.6,1039,88,1078,681
1395,COCHE,0.78,37,1174,310,1248,367,False,,,,,
1395,PERSONA,0.75,38,637,277,686,419,False,,,,,
1395,PERSONA,0.51,31,570,299,616,414,False,,,,,
1395,COCHE,0.63,39,1293,318,1343,349,False,,,,,
1395,COCHE,0.82,40,1806,380,1919,538,False,,,,,
1396,COCHE,0.52,32,1249,318,1293,346,False,,,,,
1396,COCHE,0.86,36,990,291,1149,414,True,0.56,1032,89,1074,683
1396,COCHE,0.78,37,1174,311,1250,367,True,0.61,1205,34,1225,662
1396,PERSONA,0.75,38,640,277,686,418,False,,,,,
1396,PERSONA,0.51,31,569,301,614,414,False,,,,,
1396,COCHE,0.62,39,1293,318,1343,348,False,,,,,
1396,COCHE,0.88,40,1787,368,1919,534,False,,,,,
1397,COCHE,0.52,32,1249,318,1292,348,False,,,,,
1397,COCHE,0.88,36,984,290,1147,417,True,0.49,1027,91,1070,683
1397,COCHE,0.78,37,1175,312,1251,368,True,0.62,1205,33,1227,664
1397,PERSONA,0.73,38,642,277,688,416,False,,,,,
1397,PERSONA,0.59,31,571,296,620,414,False,,,,,
1397,COCHE,0.64,39,1293,318,1343,348,False,,,,,
1397,COCHE,0.88,40,1768,353,1919,531,False,,,,,
1398,COCHE,0.49,32,1249,318,1291,348,False,,,,,
1398,COCHE,0.89,36,977,290,1145,419,True,0.65,1021,92,1065,684
1398,COCHE,0.78,37,1176,311,1252,369,True,0.7,1206,35,1226,663
1398,PERSONA,0.77,38,642,277,690,417,False,,,,,
1398,PERSONA,0.6,31,575,293,625,414,False,,,,,
1398,COCHE,0.63,39,1293,318,1343,348,False,,,,,
1398,COCHE,0.88,40,1749,344,1919,526,False,,,,,
1399,COCHE,0.47,32,1250,319,1290,348,False,,,,,
1399,COCHE,0.91,36,971,289,1144,421,True,0.74,1015,95,1059,684
1399,COCHE,0.78,37,1176,310,1253,369,True,0.44,1206,36,1228,663
1399,PERSONA,0.78,38,642,276,692,418,False,,,,,
1399,PERSONA,0.72,31,580,292,627,414,False,,,,,
1399,COCHE,0.64,39,1291,318,1343,348,False,,,,,
1399,COCHE,0.89,40,1731,342,1919,525,False,,,,,
1400,COCHE,0.53,32,1250,319,1290,349,False,,,,,
1400,COCHE,0.9,36,964,289,1141,423,True,0.71,1010,96,1054,686
1400,COCHE,0.77,37,1177,310,1255,370,True,0.4,1207,36,1233,664
1400,PERSONA,0.74,38,645,275,692,418,False,,,,,
1400,PERSONA,0.62,31,583,293,627,413,False,,,,,
1400,COCHE,0.64,39,1291,318,1344,349,False,,,,,
1400,COCHE,0.86,40,1715,340,1919,538,False,,,,,
1401,COCHE,0.51,32,1250,320,1290,349,False,,,,,
1401,COCHE,0.9,36,957,289,1139,425,True,0.71,1002,98,1048,688
1401,COCHE,0.8,37,1177,309,1255,371,True,0.4,1207,38,1225,663
1401,PERSONA,0.76,38,647,272,693,418,False,,,,,
1401,PERSONA,0.73,31,586,292,628,413,False,,,,,
1401,COCHE,0.64,39,1290,318,1344,349,False,,,,,
1401,COCHE,0.89,40,1698,338,1919,544,False,,,,,
1402,COCHE,0.45,32,1250,320,1290,349,False,,,,,
1402,COCHE,0.88,36,949,288,1137,427,True,0.72,996,101,1043,689
1402,COCHE,0.78,37,1177,309,1255,371,True,0.35,1206,38,1227,663
1402,PERSONA,0.76,38,649,274,694,419,False,,,,,
1402,PERSONA,0.81,31,589,290,631,414,False,,,,,
1402,COCHE,0.63,39,1290,319,1344,348,False,,,,,
1402,COCHE,0.9,40,1684,335,1919,546,False,,,,,
1403,COCHE,0.5,32,1249,320,1289,351,False,,,,,
1403,COCHE,0.84,36,942,287,1135,429,True,0.67,988,103,1036,690
1403,COCHE,0.75,37,1177,309,1256,371,True,0.7,1206,39,1228,663
1403,PERSONA,0.74,38,650,275,695,418,False,,,,,
1403,PERSONA,0.79,31,592,289,634,414,False,,,,,
1403,COCHE,0.64,39,1290,319,1344,349,False,,,,,
1403,COCHE,0.89,40,1670,334,1919,541,False,,,,,
1404,COCHE,0.53,32,1249,320,1289,351,False,,,,,
1404,COCHE,0.79,36,934,286,1132,433,True,0.76,981,106,1030,692
1404,COCHE,0.76,37,1177,308,1257,372,True,0.38,1208,40,1230,663
1404,PERSONA,0.74,38,652,275,696,417,False,,,,,
1404,PERSONA,0.75,31,595,289,638,414,False,,,,,
1404,COCHE,0.63,39,1290,320,1344,349,False,,,,,
1404,COCHE,0.91,40,1657,333,1919,537,False,,,,,
1405,COCHE,0.44,32,1250,320,1289,352,False,,,,,
1405,COCHE,0.87,36,926,285,1131,435,True,0.77,972,107,1024,694
1405,COCHE,0.77,37,1177,307,1257,373,True,0.8,1210,41,1232,663
1405,PERSONA,0.73,38,654,277,696,417,False,,,,,
1405,PERSONA,0.76,31,596,287,642,412,False,,,,,
1405,COCHE,0.63,39,1290,319,1345,349,False,,,,,
1405,COCHE,0.92,40,1644,332,1919,532,False,,,,,
1406,COCHE,0.4,32,1250,320,1288,354,False,,,,,
1406,COCHE,0.89,36,917,285,1128,439,True,0.74,964,112,1017,696
1406,COCHE,0.74,37,1177,306,1259,374,True,0.65,1210,42,1233,662
1406,PERSONA,0.75,38,655,274,697,417,False,,,,,
1406,PERSONA,0.78,31,598,287,645,410,False,,,,,
1406,COCHE,0.64,39,1290,319,1345,349,False,,,,,
1406,COCHE,0.92,40,1633,332,1919,528,False,,,,,
1407,COCHE,0.44,32,1251,318,1288,352,False,,,,,
1407,COCHE,0.87,36,906,284,1123,442,True,0.79,955,115,1010,698
1407,COCHE,0.77,37,1177,305,1260,375,True,0.73,1209,44,1233,662
1407,PERSONA,0.75,38,656,274,697,416,False,,,,,
1407,PERSONA,0.81,31,598,285,648,411,False,,,,,
1407,COCHE,0.65,39,1290,319,1345,348,False,,,,,
1407,COCHE,0.92,40,1622,330,1920,526,False,,,,,
1408,COCHE,0.39,32,1253,317,1289,351,False,,,,,
1408,COCHE,0.84,36,896,284,1119,445,True,0.75,946,117,1001,701
1408,COCHE,0.76,37,1177,305,1260,376,True,0.74,1208,45,1234,662
1408,PERSONA,0.72,38,655,273,698,416,False,,,,,
1408,PERSONA,0.77,31,602,288,649,413,False,,,,,
1408,COCHE,0.64,39,1291,319,1345,348,False,,,,,
1408,COCHE,0.91,40,1612,331,1919,523,False,,,,,
1409,COCHE,0.5,32,1254,318,1290,350,False,,,,,
1409,COCHE,0.85,36,885,284,1114,449,True,0.73,937,121,994,703
1409,COCHE,0.75,37,1178,305,1260,377,True,0.76,1209,45,1235,663
1409,PERSONA,0.73,38,654,273,699,417,False,,,,,
1409,PERSONA,0.78,31,603,291,649,413,False,,,,,
1409,COCHE,0.63,39,1292,320,1345,348,False,,,,,
1409,COCHE,0.9,40,1600,330,1919,517,True,0.67,1836,123,1915,805
1410,COCHE,0.35,32,1254,316,1292,350,False,,,,,
1410,COCHE,0.89,36,875,283,1109,455,True,0.75,927,125,986,705
1410,COCHE,0.76,37,1178,305,1261,377,True,0.68,1210,46,1236,664
1410,PERSONA,0.71,38,655,273,699,418,False,,,,,
1410,PERSONA,0.76,31,605,293,649,412,False,,,,,
1410,COCHE,0.63,39,1293,320,1344,348,False,,,,,
1410,COCHE,0.9,40,1591,330,1918,513,True,0.61,1818,121,1902,804
1411,COCHE,0.24,32,1252,313,1292,352,False,,,,,
1411,COCHE,0.89,36,863,284,1105,458,True,0.68,916,126,976,710
1411,COCHE,0.8,37,1178,304,1262,378,True,0.76,1210,48,1236,664
1411,PERSONA,0.75,38,655,272,700,416,False,,,,,
1411,PERSONA,0.75,31,605,287,650,414,False,,,,,
1411,COCHE,0.65,39,1293,319,1344,348,False,,,,,
1411,COCHE,0.91,40,1582,330,1914,508,True,0.6,1801,116,1871,797
1412,COCHE,0.28,32,1256,316,1296,347,False,,,,,
1412,COCHE,0.89,36,850,283,1100,462,True,0.7,905,130,966,713
1412,COCHE,0.78,37,1179,305,1263,378,True,0.74,1211,48,1237,666
1412,PERSONA,0.76,38,655,272,702,416,False,,,,,
1412,PERSONA,0.77,31,606,284,650,415,False,,,,,
1412,COCHE,0.64,39,1293,320,1344,348,False,,,,,
1412,COCHE,0.92,40,1572,330,1903,504,True,0.65,1784,113,1851,795
1413,COCHE,0.31,32,1257,317,1298,345,False,,,,,
1413,COCHE,0.9,36,836,282,1095,467,True,0.54,893,134,954,715
1413,COCHE,0.77,37,1179,305,1263,379,True,0.69,1212,48,1238,666
1413,PERSONA,0.75,38,657,271,702,416,False,,,,,
1413,PERSONA,0.76,31,607,283,651,413,False,,,,,
1413,COCHE,0.64,39,1294,320,1344,348,False,,,,,
1413,COCHE,0.92,40,1564,330,1887,500,True,0.74,1767,110,1838,793
1413,PERSONA,0.62,42,739,287,773,379,False,,,,,
1414,COCHE,0.27,32,1258,318,1300,345,False,,,,,
1414,COCHE,0.92,36,822,281,1091,472,True,0.52,879,139,943,718
1414,COCHE,0.78,37,1180,306,1264,381,True,0.62,1214,48,1238,669
1414,PERSONA,0.74,38,659,270,704,416,False,,,,,
1414,PERSONA,0.72,31,608,281,653,415,False,,,,,
1414,COCHE,0.63,39,1294,320,1344,348,False,,,,,
1414,COCHE,0.91,40,1556,330,1869,497,True,0.76,1750,107,1822,790
1414,PERSONA,0.56,42,738,286,772,381,False,,,,,
1415,COCHE,0.24,32,1259,318,1301,345,False,,,,,
1415,COCHE,0.9,36,806,280,1088,477,True,0.64,866,143,933,721
1415,COCHE,0.8,37,1180,307,1266,382,True,0.66,1213,47,1240,670
1415,PERSONA,0.73,38,661,268,707,414,False,,,,,
1415,PERSONA,0.73,31,611,283,653,414,False,,,,,
1415,COCHE,0.62,39,1294,320,1344,348,False,,,,,
1415,COCHE,0.91,40,1548,331,1851,493,True,0.79,1735,103,1806,787
1415,PERSONA,0.71,42,735,285,770,382,False,,,,,
1416,COCHE,0.24,32,1266,318,1303,346,False,,,,,
1416,COCHE,0.89,36,791,280,1083,483,True,0.76,850,146,919,725
1416,COCHE,0.86,37,1179,307,1269,383,True,0.7,1214,48,1241,671
1416,PERSONA,0.71,38,662,269,709,413,False,,,,,
1416,PERSONA,0.77,31,612,279,655,412,False,,,,,
1416,COCHE,0.61,39,1293,320,1344,348,False,,,,,
1416,COCHE,0.91,40,1543,330,1833,490,True,0.59,1721,102,1791,783
1416,PERSONA,0.58,42,735,282,770,380,False,,,,,
1417,COCHE,0.17,32,1271,318,1305,347,False,,,,,
1417,COCHE,0.88,36,774,278,1077,488,True,0.79,834,154,906,728
1417,COCHE,0.84,37,1179,307,1273,384,True,0.62,1215,49,1243,671
1417,PERSONA,0.63,38,665,272,711,413,False,,,,,
1417,PERSONA,0.69,31,614,276,659,410,False,,,,,
1417,COCHE,0.6,39,1292,320,1345,348,False,,,,,
1417,COCHE,0.89,40,1535,329,1818,486,True,0.55,1708,101,1772,777
1417,PERSONA,0.35,42,734,278,769,376,False,,,,,
1418,COCHE,0.19,32,1272,319,1305,347,False,,,,,
1418,COCHE,0.89,36,755,275,1069,494,True,0.72,816,161,891,730
1418,COCHE,0.83,37,1178,308,1274,386,True,0.62,1216,48,1242,674
1418,PERSONA,0.62,38,667,276,713,413,False,,,,,
1418,PERSONA,0.58,31,616,275,659,404,False,,,,,
1418,COCHE,0.59,39,1292,320,1345,348,False,,,,,
1418,COCHE,0.91,40,1528,330,1803,483,True,0.5,1692,97,1757,776
1418,PERSONA,0.16,42,734,277,768,371,False,,,,,
1419,COCHE,0.16,32,1274,319,1309,347,False,,,,,
1419,COCHE,0.88,36,735,272,1062,502,True,0.7,799,169,875,733
1419,COCHE,0.85,37,1178,308,1277,386,True,0.72,1216,50,1243,674
1419,PERSONA,0.72,38,668,273,714,414,False,,,,,
1419,PERSONA,0.57,31,618,275,659,404,False,,,,,
1419,COCHE,0.58,39,1292,320,1345,348,False,,,,,
1419,COCHE,0.88,40,1521,330,1788,480,True,0.43,1682,95,1745,774
1419,PERSONA,0.33,42,735,275,770,375,False,,,,,
1420,COCHE,0.13,32,1275,318,1311,346,False,,,,,
1420,COCHE,0.92,36,714,272,1055,511,True,0.71,779,176,859,740
1420,COCHE,0.85,37,1179,307,1279,388,True,0.63,1216,51,1244,674
1420,PERSONA,0.72,38,668,271,715,413,False,,,,,
1420,PERSONA,0.66,31,619,275,661,403,False,,,,,
1420,COCHE,0.59,39,1293,320,1345,348,False,,,,,
1420,COCHE,0.88,40,1514,328,1774,477,True,0.37,1670,96,1731,770
1420,PERSONA,0.36,42,726,276,766,380,False,,,,,
1421,COCHE,0.15,32,1274,319,1309,347,False,,,,,
1421,COCHE,0.92,36,691,271,1048,518,True,0.65,757,183,838,746
1421,COCHE,0.86,37,1179,307,1280,388,True,0.64,1217,51,1245,675
1421,PERSONA,0.68,38,669,274,714,410,False,,,,,
1421,PERSONA,0.62,31,621,281,664,402,False,,,,,
1421,COCHE,0.59,39,1293,320,1346,348,False,,,,,
1421,COCHE,0.88,40,1510,328,1760,475,True,0.27,1659,93,1720,767
1421,PERSONA,0.19,42,727,281,763,369,False,,,,,
1422,COCHE,0.14,32,1274,319,1306,346,False,,,,,
1422,COCHE,0.91,36,667,269,1042,527,True,0.56,734,191,819,751
1422,COCHE,0.83,37,1178,307,1280,389,True,0.66,1218,52,1246,676
1422,PERSONA,0.64,38,670,275,715,408,False,,,,,
1422,PERSONA,0.54,31,622,281,664,402,False,,,,,
1422,COCHE,0.58,39,1293,320,1345,348,False,,,,,
1422,COCHE,0.87,40,1506,329,1748,471,True,0.46,1648,90,1707,767
1423,COCHE,0.92,36,638,267,1033,534,True,0.57,708,200,796,757
1423,COCHE,0.88,37,1178,306,1282,390,True,0.65,1218,54,1248,676
1423,PERSONA,0.36,31,623,288,664,401,False,,,,,
1423,COCHE,0.61,39,1291,320,1345,348,False,,,,,
1423,COCHE,0.87,40,1502,329,1734,468,True,0.64,1637,89,1696,765
1424,COCHE,0.92,36,609,265,1024,541,True,0.8,676,207,773,762
1424,COCHE,0.86,37,1179,306,1282,391,True,0.67,1220,56,1248,677
1424,COCHE,0.59,39,1290,320,1345,347,False,,,,,
1424,COCHE,0.82,40,1495,328,1721,464,True,0.67,1628,88,1685,761
1425,COCHE,0.93,36,576,262,1015,553,True,0.75,645,219,747,770
1425,COCHE,0.83,37,1179,307,1283,392,True,0.61,1219,55,1249,679
1425,COCHE,0.59,39,1289,320,1345,347,False,,,,,
1425,COCHE,0.84,40,1488,328,1711,461,True,0.67,1619,86,1675,759
1426,COCHE,0.93,36,541,260,1006,564,True,0.64,611,230,714,777
1426,COCHE,0.83,37,1179,307,1285,396,True,0.56,1221,56,1251,680
